category,payload_sha256,payload_hex,hash_hex
bitflip_block5_bit5,4d6f9c85488cfa62,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ad2ad501950f97e279c13436cc2755f838cbc01f
bitflip_block5_bit6,b9ca531d20fc3815,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0f9e10001015309ea759d45b823c6728bb264c34
bitflip_block5_bit7,f488475e336e793f,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,adaf4df4e90500996f458e84ea06b1354ab23508
bitflip_block6_bit0,282b2731c40ff14d,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,7fba03f678d2dda177a7ce2ee28ed694505a3173
bitflip_block6_bit1,0eb25bacc29929c7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000,cf99f51c5d514453be002b7b724b62451dedb06c
bitflip_block6_bit2,00343b4030ab0dbd,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000,a68818c547187dc1180f0576d95f1f7f7c2b7e87
bitflip_block6_bit3,25eba7353ece4663,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000,66d94302538d0c5633210457c9546ee1c2ac4143
bitflip_block6_bit4,8e69792dd0ba3220,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000,d793ff7257e3ef6d4f0081eb5a41fc043d509c40
bitflip_block6_bit5,8ab8765e88b4d011,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000,5a023495feded2892a86387fedb3f733729d8077
bitflip_block6_bit6,fef41d0fc334f6db,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000,c3c9d4b67cbaaff8306a4c91544258d80cbf2e16
bitflip_block6_bit7,08cef4a3e2f94fec,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000,55666a6f9633f237fb01d6da1518d23e0ae06347
bitflip_block7_bit0,91d329a8568e9334,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000,4b085f9430c99e711027e35e19cf66f2ccddfd9f
bitflip_block7_bit1,ed09dba8a221e3ef,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000,dd21d05108cf34255fdd6683e73f44e2e3f8a907
bitflip_block7_bit2,ba818cea911175a0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000,f74963a39f9eb39fc434d311293595a15298efd8
bitflip_block7_bit3,cf1bb8c369f3cad6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000,2329e34671b75f7740d02a51de30d09770cf67ab
bitflip_block7_bit4,6eaff6d4be55af71,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000,f6dcaeff3eccd03e812f330d5ad928ded0a56e15
bitflip_block7_bit5,59a3fddb1dad8f04,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000,5dc47b9acecc5b6bd944da002e87b5c1ed934ac7
bitflip_block7_bit6,83dd7f7dfbadc8dc,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000,b792901c01622f1a37275cad4f2a612097d1ed13
bitflip_block7_bit7,1a0767d81e5779c8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000,0505889ac426dfa6508c0beab0ffa9179f3d26e8
random_00,0cb2932bfb31edf9,e7f6517f57349ac1a12ab08c43bf38517ea9dd0ea58eb2bdbefb9608d97ce48791be4c26ef3930c8c66ad278b09920309f32166e48a8cf818c22427250f412ac2adea864166bf9e9ea50aaf1207e08808c5f54c56afcc246fe3e5469f1394da50835a3b339d9ab9f5fa25dcbd4b91b6e5d1cd3c09df42a57000b56769e7d8a5d,f313662decd1cd186e3db24ac234d5856cbfce3e
random_01,e6a1e1f62535b92c,ad940a885483ca5a1666df01122db71119605399a09c972d83a038747d78de9a2d9e7db17f216b5e0c80ea9d24ced367a33dff4fe59902487449e4a81cad4a40b64b593dbcdb5acd356849dc3362f082c71b93b36aba772959f3a2bf2c35789f8d06a5a3ce21295d93db2a89a538540e7e2e87301ce69601a515b5795fa3d6d4,5eb05a1b99aa3a7a0d35682831078df550c88366
random_02,09ae2df2dd337777,622d4df1dcebc75a2c16ea2e739c0dc1a78160c4510a13dfdae9e46102684bc922a7a697d07e59f6ea76a8f70731a8849ef33303e238c2616f8a39dfec7f17f80e8c70baa93c2c588baf10be8392ea1960264875ad4cbb82787c75cb18094f5d8eae32243879d379800874be2639d8fcf8f1e43d8178e8950ff293eec2051c97,0dd3ca147f05c808637e0d3a28afece53bedfb03
random_03,9ca91d7504e9d3ca,b68edd28956f3f843a5b61c0562c56d05b0cdae175189846d392c0d2008da917f329d49056cdf729902e310f35c7ed2a91a9b6173e28c0990d204e19a4dda489d39930e305a563be3c57b8e88fd3f9a748b2ff458217c9cee3599c1bd6b1d5ead6b0226255425320cfe8bb96a2e84b7ef783464cccb8eb3a274240c8e1119b03,f79c0e9f04206c0597cc83541a2b21b3a7941832
random_04,0c1943a817390999,c0f865f1b472e39d5c8706a66c9d2def44174a513e9cdafc5e1e9235289985bc78029c56b781c4071f8eefb98a2b917f2a48c2d2e74da4625da74ef531b34d3782e6513ae60b5af9ff9ea2144ea95caa660e783886554385a14bc0a2fbe5ce182f1afdff94bfd4b7368bb3b177154d67c0cfc194fa2a5fe90215b2826112b9f7,480368420455e01e7e3bea8c92ec66b8868c7d5a
random_05,1ea2384aa992251b,71f4dc298462f6f6f6a6ad2ba2f73fd6e8e62876c582342b192609492ddc4a7bfec5820975bc8fb0415dbedc8faa3d09daf1d0c044c8b44547bc28c5fc00f1c6868ad5bdd22ee15a9722df557bf7b46790e8f792d3053b2f207718e3736388e85ad7324c9293ff28b22b24b7f99d70fb038d8f9289a465e3220a51fcbb76599c,357bcd3e7f8543f1989571b6b383eb21dcb29543
random_06,b02a88b6598dc736,f435c944af9e4e358fd015773357243c84a30fb6bfd0491d368f52425476269e2e9edfe91d9e488d0b4b7ead7ffe069d228b322b77e8e91d64ad069d66923a4bab0e2558ab3bc9e89d2c9e76948fb3f469b6fcf125ea8323b313084278d669a7b3c80c117c8fd127dcbfe6e4e0b210875a3519a1996e0d70ac5261b36433385f,cee7bbd7644b487cd4573675e682035d45408b54
random_07,4c8bde4fba5198d0,0eae7449e005575e18a7dcf134a630e699b7761f8676e1b95245abaf20e790a817449a0d68db5355716de7ea76e729144a28ae5e62649873e369b484b5b9e2df8ea46b0ac088f531546359b9e98bfc5edd8192c94c97b39324a68b07ae9223131bbab1b433d725ec7e41a3d7f0d6f273654cd2c3ee24919ca86084e107f098f6,ea0a45c88134b8fde8e6f4d2b0e108fc831e7ad4
random_08,dd01a9f888cbe506,761f48e2d2b61ab08dcd669225611dc0c6d82d16c7682bc80bb170ab23d18a127c5accb02fc270343151deae87615805186d125a44b1fdfb0914d4efbefbfe2bf835abdc9a8935bf404648c22a3da5fc0085541216dd8f04166bc3e91612c0b7a64cd37cc60736c8ad033c8441e583d66586b980ce36effdf1219fa6cd520f10,8cae2d23fc99675b4564f59a5b4f3ec5c2edd322
random_09,27e674a7f5ba44ee,0f8483255efeb986b3f3e0b6eec34321be3e88c57fbb41aae273da7faf56ed24e81bb985005ac95b15af7d31630e48071da09bd4cd3e7b60b3ad20e5f0ab3329dc09430a9ef4502ccb217bb9c9e14ff6a154c3bdf7f98a661659a89a1b590523c95647ad2f44bf3dff295277b751c555adbec5aaf62e24581cab27c451864813,78f62d163f49e21141f6e987445d0b7112c41c20
random_10,7be37a3e8ad8b56e,9bb03ce492fd9eedbf110f0214a36e98b8e5c8304893b60f96c8d3d7ca3617ff5edec02d35365b742cce63d5f13775bc1e889bb82c67e1ac6ae34d4feeac99135ef38459e04f3f87a7373493ca7b75e0fad8e967588ba9d6b68831626b197e60ed656ce5d352757e66b5e89ab4d76b65da221734eac2c550221fb8fb8ef17e53,890ea06b2c66d20dc8ac475d41fc05a0b579d18f
random_11,7650a9f790992d5f,626d90a591216b0de6654d4618f8369b57705e9507f455322ec8d6d8faeb4c3fc54524bcca4e7706a122fc95ca3d1448880d5da8d3011b0db5dc4c64ea5e18d0987ebb32bedba919fde6804b1177e15b526a07f067a8bbba4fd923625bd86a4cfd510dbb98a0a19c7e1eae013056f37ffb6fbad2b8725155e7b52e60448fae9b,e7fd9b183323c36c52f403c66c07fc77af4d82f6
random_12,5a90996ca961f372,12e2a82b9c5f9ba69ec3a65f0fcab9c719d7f094c3654cad3d5e316c5fae0f51ddd69883205ca0f455f09e6d1a553c8d9e62676ecb667b0129e83d601f3b6f4178121e72f7f0009f75fa688de0f86a21b1d5930f028b91abefc938d81115e64443b7fb067b9d203c40f3686a7a242285004ad6460e4149fab344c0ab234d8a1d,29e699a70b06445e6185cb5070dfb6488c98c373
random_13,2b87642417ba56f4,113f67a90014ac8b7dd3cc9d519a1e09977b0756cba09ad748b5e972d543852ce41384fdb9adca762579f754762baee4785a6353ac367b5119a8ebc131848982000ac9b8055033fa3a83cc35d07489b3bcf20d4a75e1ff629fc130cf6a53783bf60f37defb5d1ae6aa7e16fd145fa7cf6ffddf72fd3927d221686cf2719b6155,c0ce7e442f2d8f67a5f201a59e3dc25f40d87cb0
random_14,02df9f200e8c048c,352a0048d5c98e57e19da73b7a91b9b18d2d138f3e9ef86aef7128cf25000fcf2918f1634c08ad092ce85046e58effef32870a95d3f339d774d4f1b9c2c15d95a065119bf40ac6f51bd74c14d6691806ea33c9d02be2cfb5e19749d427404d9d8913e46d87b2e5c15956c76bff757aa834dc0234f37e18f8365749ee107475df,10e171285cf0aced4c60608713cc699471045007
random_15,42c94c8e9d0f559a,927291cb0a511d62cccc219002e71b7116ab2a67da77f5e139a7dddf738094f53f5ed6935caaea35300d41c3ee14644567d369b9e0d4fe044fa6fbbe6d75f449adfe1476f4a0c1e7257d08fd9bc88dcb1bd84371319af9b72c2ac792ac2df6a21bf79a65f0c34a9baacfe329dec6f82d284050c61a1e788a8fc2e8191ca0a958,c3eed5f1721ece61da7b64514669022ba7498d18
random_16,5c2e7122dacf7dd9,3d2b93a1bb01ea4797714c4b2578defe57b6b3990511532ba1a2bafc4ad91fa4a536873b26b37abac6a457408e402fef55fede1227d96cb13eb7c9f50d0f5962d8e2a13e931903f2ca9bc60600fc30da59ccd9cb1a9fc5bf51292f17ca524b42db3f10e41c0c7e3132caaceb80176af05a919fece83029d5bc8ace14f4643b80,781890c0ab7f6493081c3964e08034b253556a4a
random_17,34a4f4d45209ec1d,3a42f823fa4d51396947731d8b3470ec2a9e57f1b1721ef531ad86b67382e0cb0a6dbb9abe531a54d3e07f2bee00278bbe89d31604ee08234d990838d44e0843223afbc9f886aac276486c9a0c5dbdf7809395ccab9f7a7021fa33a786d97ab348e3215e943ff16ea0c62c801e58a205e7f51ec5522601866b96125f3ab11ccb,f72d358d3322b9769221458ddad189e37fa9f0ba
random_18,be4177f0f961c914,394e68f0979c18ee4cc4e05ebf1f94d5fb03020a5b60f1d3896d39881052a59c3224716a20074afcd593fb9745c180d98a9509df5f8b6857a0ed1370e3dd06e2a9cd4542d3a35e4711787a14e36bfb43b3c100500744180434d8c2e7af6f736f65daec4fc8eb5c3b50f93618f4a7cdc7ac8cd49620449d12c725ba4fdeeda0fb,8e04e16b9684f9d00c1d1f70c29a62acf8101451
random_19,19255f1e88c50d29,f0210e0a0cc4cd1a3b4bbaf26774fccfaa4c84af30e608aa3adafefdc28baaa78c9b291531f3c439135ba067b8792d6ad995809d6c27cb52cad8b3469f984f62ec95b0aafd6ca2cd4d2201a5b2e098ae50cee5ad81db148520cb646f33f95c23dfa25e764039e31b09b30ac97fed0211f9f310defc604f92c0e7fd127134f7cb,bac5509fd2f3760f0457c333ff3050a195d6f312
allFF_except[0],fd96c54ca9e01b2f,00ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,1038aeacd2cb249ae19446878268be867f17be0e
allFF_except[63],a544169d9005a1b5,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,5617711ec54e0393a3217a0e5310b891d0b2cfc2
allFF_except[64],723200a9dc4556d3,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,dd469e6bd884d535c9dfb266bf43637545762362
allFF_except[127],be4efb2cd425f2e7,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00,6be5130d90a0f3af4d34f83b1d8304898f89fe47
repeat_16byte,3e14fd669a798065,000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f,2dd8fc3a519f2b49ff5f5f5465644312b74bcca5
alternating_blocks,8cf809ba817f166d,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa55555555555555555555555555555555aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa55555555555555555555555555555555aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa55555555555555555555555555555555aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa55555555555555555555555555555555,d1e63c609f2d533df18035aa85ba357a0d391622
half_zero_half_ff,75fa787726b05a02,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,b1f69de79475f92ca1ef69f09484b07115c01766
